Ubigeo|Departamento|Provincia|Distrito|Nombre de la Municipalidad|Dirección
120704|JUNÍN|TARMA|HUASAHUASI|MUNICIPALIDAD DISTRITAL DE HUASAHUASI|Jr. Piedraliza N° 104 Mz. N Lt. 11
120705|JUNÍN|TARMA|LA UNIÓN|MUNICIPALIDAD DISTRITAL DE LA UNIÓN|Jr. Cuzco S/N
120706|JUNÍN|TARMA|PALCA|MUNICIPALIDAD DISTRITAL DE PALCA|Jr. San Martín N° 462
120707|JUNÍN|TARMA|PALCAMAYO|MUNICIPALIDAD DISTRITAL DE PALCAMAYO|Jr. Lima S/N - Plaza de Armas
120708|JUNÍN|TARMA|SAN PEDRO DE CAJAS|MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS|Plaza Principal S/N
120709|JUNÍN|TARMA|TAPO|MUNICIPALIDAD DISTRITAL DE TAPO|Calle 28 de Julio S/N
120801|JUNÍN|YAULI|LA OROYA|MUNICIPALIDAD PROVINCIAL DE LA OROYA|Av. Horacio Zeballos Gámez N° 315 Km. 0.5
120802|JUNÍN|YAULI|CHACAPALPA|MUNICIPALIDAD DISTRITAL DE CHACAPALPA|Jr. Túpac Amaru N° 120
120803|JUNÍN|YAULI|HUAY-HUAY|MUNICIPALIDAD DISTRITAL DE HUAY-HUAY|Plaza Principal N° 480
120804|JUNÍN|YAULI|MARCAPOMACOCHA|MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA|Plaza Principal S/N
120805|JUNÍN|YAULI|MOROCOCHA|MUNICIPALIDAD DISTRITAL DE MOROCOCHA|Plaza Principal S/N
120806|JUNÍN|YAULI|PACCHA|MUNICIPALIDAD DISTRITAL DE PACCHA|Calle 17 de Marzo S/N - Plaza Principal
120807|JUNÍN|YAULI|SANTA BÁRBARA DE CARHUACAYÁN|MUNICIPALIDAD DISTRITAL DE SANTA BÁRBARA DE CARHUACAYÁN|Plaza Principal S/N
120808|JUNÍN|YAULI|SANTA ROSA DE SACCO|MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO|Calle Mariano Melgar N° 208
120809|JUNÍN|YAULI|SUITUCANCHA|MUNICIPALIDAD DISTRITAL DE SUITUCANCHA|Plaza Principal S/N
120810|JUNÍN|YAULI|YAULI|MUNICIPALIDAD DISTRITAL DE YAULI|Jr. Bolognesi N° 208
120901|JUNÍN|CHUPACA|CHUPACA|MUNICIPALIDAD PROVINCIAL DE CHUPACA|Jr. Grau N° 390
120902|JUNÍN|CHUPACA|AHUAC|MUNICIPALIDAD DISTRITAL DE AHUAC|Jr. Arenales N° 100 - Plaza Cívica
120903|JUNÍN|CHUPACA|CHONGOS BAJO|MUNICIPALIDAD DISTRITAL DE CHONGOS BAJO|Plaza Principal S/N
120904|JUNÍN|CHUPACA|HUÁCHAC|MUNICIPALIDAD DISTRITAL DE HUÁCHAC|Jr. Felipe Vilchez N° 323
120905|JUNÍN|CHUPACA|HUAMANCACA CHICO|MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO|Av. 28 de Julio N° 1670
120906|JUNÍN|CHUPACA|SAN JUAN DE ISCOS|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE ISCOS|Av. Ejército S/N - Plaza Principal
120907|JUNÍN|CHUPACA|SAN JUAN DE JARPA|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE JARPA|Plaza Principal S/N
120908|JUNÍN|CHUPACA|TRES DE DICIEMBRE|MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE|Av. Progreso S/N - Plaza Principal
120909|JUNÍN|CHUPACA|YANACANCHA|MUNICIPALIDAD DISTRITAL DE YANACANCHA|Jr. 8 de Agosto S/N - Plaza Principal
130101|LA LIBERTAD|TRUJILLO|TRUJILLO|MUNICIPALIDAD PROVINCIAL DE TRUJILLO|Jr. Francisco Pizarro N° 412
130102|LA LIBERTAD|TRUJILLO|EL PORVENIR|MUNICIPALIDAD DISTRITAL DE EL PORVENIR|Av. Sánchez Carrión N° 500
130103|LA LIBERTAD|TRUJILLO|FLORENCIA DE MORA|MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA|Calle José de la Torre Ugarte S/N - Plaza de Armas
130104|LA LIBERTAD|TRUJILLO|HUANCHACO|MUNICIPALIDAD DISTRITAL DE HUANCHACO|Av. La Ribera N° 725
130105|LA LIBERTAD|TRUJILLO|LA ESPERANZA|MUNICIPALIDAD DISTRITAL DE LA ESPERANZA|Calle Carlos María de Alvear N° 999
130106|LA LIBERTAD|TRUJILLO|LAREDO|MUNICIPALIDAD DISTRITAL DE LAREDO|Jr. Reforma N° 360
130107|LA LIBERTAD|TRUJILLO|MOCHE|MUNICIPALIDAD DISTRITAL DE MOCHE|Jr. Bolognesi N° 359
130108|LA LIBERTAD|TRUJILLO|POROTO|MUNICIPALIDAD DISTRITAL DE POROTO|Calle César Vallejo N° 155
130109|LA LIBERTAD|TRUJILLO|SALAVERRY|MUNICIPALIDAD DISTRITAL DE SALAVERRY|Calle Aduana N° 250
130110|LA LIBERTAD|TRUJILLO|SIMBAL|MUNICIPALIDAD DISTRITAL DE SIMBAL|Jr. Los Manguitos N° 204 Mz. I Lt. 11
130111|LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA|MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA|Jr. Independencia N° 210
130112|LA LIBERTAD|TRUJILLO|ALTO TRUJILLO 1/|MUNICIPALIDAD DISTRITAL DE ALTO TRUJILLO 1/|Barrio N° 5A Mz. J2 Lt. 1
130201|LA LIBERTAD|ASCOPE|ASCOPE|MUNICIPALIDAD PROVINCIAL DE ASCOPE|Jr. Leoncio Prado N° 301
130202|LA LIBERTAD|ASCOPE|CHICAMA|MUNICIPALIDAD DISTRITAL DE CHICAMA|Jr. Libertad N° 635 - Plaza de Armas
130203|LA LIBERTAD|ASCOPE|CHOCOPE|MUNICIPALIDAD DISTRITAL DE CHOCOPE|Jr. Simón Bolívar N° 291
130204|LA LIBERTAD|ASCOPE|MAGDALENA DE CAO|MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO|Calle Miguel Grau N° 580 Mz. 11 Lt. 5
130205|LA LIBERTAD|ASCOPE|PAIJÁN|MUNICIPALIDAD DISTRITAL DE PAIJÁN|Jr. Grau N° 207
130206|LA LIBERTAD|ASCOPE|RÁZURI|MUNICIPALIDAD DISTRITAL DE RÁZURI|Pasaje Lima N° 602
130207|LA LIBERTAD|ASCOPE|SANTIAGO DE CAO|MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CAO|Calle San Martín N° 360
130208|LA LIBERTAD|ASCOPE|CASA GRANDE|MUNICIPALIDAD DISTRITAL DE CASA GRANDE|Plaza Independencia N° 284
130301|LA LIBERTAD|BOLÍVAR|BOLÍVAR|MUNICIPALIDAD PROVINCIAL DE BOLÍVAR|Jr. Córdova N° 250 Mz. 1 Lt. 1
130302|LA LIBERTAD|BOLÍVAR|BAMBAMARCA|MUNICIPALIDAD DISTRITAL DE BAMBAMARCA|Calle Rosario S/N - Plaza de Armas
130303|LA LIBERTAD|BOLÍVAR|CONDORMARCA|MUNICIPALIDAD DISTRITAL DE CONDORMARCA|Calle Bolívar N° 306
130304|LA LIBERTAD|BOLÍVAR|LONGOTEA|MUNICIPALIDAD DISTRITAL DE LONGOTEA|Jr. 28 de Julio S/N - Plaza de Armas
130305|LA LIBERTAD|BOLÍVAR|UCHUMARCA|MUNICIPALIDAD DISTRITAL DE UCHUMARCA|Calle Progreso N° 25
130306|LA LIBERTAD|BOLÍVAR|UCUNCHA|MUNICIPALIDAD DISTRITAL DE UCUNCHA|Calle San Juan S/N
130401|LA LIBERTAD|CHEPÉN|CHEPÉN|MUNICIPALIDAD PROVINCIAL DE CHEPÉN|Jr. Atahualpa N° 650
130402|LA LIBERTAD|CHEPÉN|PACANGA|MUNICIPALIDAD DISTRITAL DE PACANGA|Calle 28 de Julio N° 525
130403|LA LIBERTAD|CHEPÉN|PUEBLO NUEVO|MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO|Calle Arco N° 301 Mz. 24 Lt. 3
130501|LA LIBERTAD|JULCÁN|JULCÁN|MUNICIPALIDAD PROVINCIAL DE JULCÁN|Calle César Vallejo N° 100
130502|LA LIBERTAD|JULCÁN|CALAMARCA|MUNICIPALIDAD DISTRITAL DE CALAMARCA|Calle José Carlos Mariátegui S/N
130503|LA LIBERTAD|JULCÁN|CARABAMBA|MUNICIPALIDAD DISTRITAL DE CARABAMBA|Plaza de Armas S/N
130504|LA LIBERTAD|JULCÁN|HUASO|MUNICIPALIDAD DISTRITAL DE HUASO|Jr. Luis Felipe de La Puente Uceda S/N
130601|LA LIBERTAD|OTUZCO|OTUZCO|MUNICIPALIDAD PROVINCIAL DE OTUZCO|Calle Tacna N° 896
130602|LA LIBERTAD|OTUZCO|AGALLPAMPA|MUNICIPALIDAD DISTRITAL DE AGALLPAMPA|Av. César Vallejo S/N
130604|LA LIBERTAD|OTUZCO|CHARAT|MUNICIPALIDAD DISTRITAL DE CHARAT|Av. Lima S/N
130605|LA LIBERTAD|OTUZCO|HUARANCHAL|MUNICIPALIDAD DISTRITAL DE HUARANCHAL|Jr. San Martín S/N
130606|LA LIBERTAD|OTUZCO|LA CUESTA|MUNICIPALIDAD DISTRITAL DE LA CUESTA|Plaza de Armas S/N
130608|LA LIBERTAD|OTUZCO|MACHE|MUNICIPALIDAD DISTRITAL DE MACHE|Calle Leguía S/N con Calle 28 de Julio S/N
130610|LA LIBERTAD|OTUZCO|PARANDAY|MUNICIPALIDAD DISTRITAL DE PARANDAY|Plaza de Armas S/N
130611|LA LIBERTAD|OTUZCO|SALPO|MUNICIPALIDAD DISTRITAL DE SALPO|Plaza de Armas N° 100
130613|LA LIBERTAD|OTUZCO|SINSICAP|MUNICIPALIDAD DISTRITAL DE SINSICAP|Calle Grau S/N
130614|LA LIBERTAD|OTUZCO|USQUIL|MUNICIPALIDAD DISTRITAL DE USQUIL|Calle Progreso N° 225
130701|LA LIBERTAD|PACASMAYO|SAN PEDRO DE LLOC|MUNICIPALIDAD PROVINCIAL DE SAN PEDRO DE LLOC|Calle Dos de Mayo N° 360
130702|LA LIBERTAD|PACASMAYO|GUADALUPE|MUNICIPALIDAD DISTRITAL DE GUADALUPE|Plaza de Armas N° 185
130703|LA LIBERTAD|PACASMAYO|JEQUETEPEQUE|MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE|Calle San José N° 340
130704|LA LIBERTAD|PACASMAYO|PACASMAYO|MUNICIPALIDAD DISTRITAL DE PACASMAYO|Calle Manco Cápac N° 45
130705|LA LIBERTAD|PACASMAYO|SAN JOSÉ|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ|Plaza de Armas N° 211 Mz. 14 Lt. 6
130801|LA LIBERTAD|PATAZ|TAYABAMBA|MUNICIPALIDAD PROVINCIAL DE TAYABAMBA|Jr. José Gálvez N° 320 Mz. 26 Lt. 4
130802|LA LIBERTAD|PATAZ|BULDIBUYO|MUNICIPALIDAD DISTRITAL DE BULDIBUYO|Jr. San Martín N° 12 Mz. 4
130803|LA LIBERTAD|PATAZ|CHILLIA|MUNICIPALIDAD DISTRITAL DE CHILLIA|Jr. Miraflores S/N - Plaza de Armas
130804|LA LIBERTAD|PATAZ|HUANCASPATA|MUNICIPALIDAD DISTRITAL DE HUANCASPATA|Jr. 5 de Marzo N° 208 - Plaza de Armas
130805|LA LIBERTAD|PATAZ|HUAYLILLAS|MUNICIPALIDAD DISTRITAL DE HUAYLILLAS|Jr. Túpac Amaru S/N
130806|LA LIBERTAD|PATAZ|HUAYO|MUNICIPALIDAD DISTRITAL DE HUAYO|Jr. Ramón Castilla N° 100
130807|LA LIBERTAD|PATAZ|ONGON|MUNICIPALIDAD DISTRITAL DE ONGON|Plaza de Armas S/N
130808|LA LIBERTAD|PATAZ|PARCOY|MUNICIPALIDAD DISTRITAL DE PARCOY|Calle San Martín N° 126
130809|LA LIBERTAD|PATAZ|PATAZ|MUNICIPALIDAD DISTRITAL DE PATAZ|Calle San Pedro S/N
130810|LA LIBERTAD|PATAZ|PIAS|MUNICIPALIDAD DISTRITAL DE PIAS|Calle María Natividad N° 101 - Plaza de Armas
130811|LA LIBERTAD|PATAZ|SANTIAGO DE CHALLAS|MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHALLAS|Jr. Atahualpa S/N
130812|LA LIBERTAD|PATAZ|TAURIJA|MUNICIPALIDAD DISTRITAL DE TAURIJA|Av. Plaza de Armas S/N
130813|LA LIBERTAD|PATAZ|URPAY|MUNICIPALIDAD DISTRITAL DE URPAY|Jr. Progreso S/N Mz. 20 Lt. 8 - Plaza de Armas
130901|LA LIBERTAD|SÁNCHEZ CARRIÓN|HUAMACHUCO|MUNICIPALIDAD PROVINCIAL DE HUAMACHUCO|Jr. Ramón Castilla N° 564
130902|LA LIBERTAD|SÁNCHEZ CARRIÓN|CHUGAY|MUNICIPALIDAD DISTRITAL DE CHUGAY|Jr. Daniel Alcides Carrión N° 369
130903|LA LIBERTAD|SÁNCHEZ CARRIÓN|COCHORCO|MUNICIPALIDAD DISTRITAL DE COCHORCO|Av. Sánchez Carrión S/N - Plaza de Armas Aricapampa
130904|LA LIBERTAD|SÁNCHEZ CARRIÓN|CURGOS|MUNICIPALIDAD DISTRITAL DE CURGOS|Calle Progreso N° 207 Mz. 9 Lt. 5
130905|LA LIBERTAD|SÁNCHEZ CARRIÓN|MARCABAL|MUNICIPALIDAD DISTRITAL DE MARCABAL|Av. Señor de La Misericordia N° 203
130906|LA LIBERTAD|SÁNCHEZ CARRIÓN|SANAGORAN|MUNICIPALIDAD DISTRITAL DE SANAGORAN|Calle Los Ángeles S/N - Plaza de Armas
130907|LA LIBERTAD|SÁNCHEZ CARRIÓN|SARÍN|MUNICIPALIDAD DISTRITAL DE SARÍN|Jr. Colon N° 765
130908|LA LIBERTAD|SÁNCHEZ CARRIÓN|SARTIMBAMBA|MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA|Calle Ciro Alegría S/N - Plaza de Armas
131001|LA LIBERTAD|SANTIAGO DE CHUCO|SANTIAGO DE CHUCO|MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO|Jr. Paco Yunque N° 735
131002|LA LIBERTAD|SANTIAGO DE CHUCO|ANGASMARCA|MUNICIPALIDAD DISTRITAL DE ANGASMARCA|Av. César Vallejo N° 300
131003|LA LIBERTAD|SANTIAGO DE CHUCO|CACHICADAN|MUNICIPALIDAD DISTRITAL DE CACHICADAN|Jr. Antonio Raymondi N° 162
131004|LA LIBERTAD|SANTIAGO DE CHUCO|MOLLEBAMBA|MUNICIPALIDAD DISTRITAL DE MOLLEBAMBA|Calle Néstor García S/N
131005|LA LIBERTAD|SANTIAGO DE CHUCO|MOLLEPATA|MUNICIPALIDAD DISTRITAL DE MOLLEPATA|Plaza de Armas S/N
131006|LA LIBERTAD|SANTIAGO DE CHUCO|QUIRUVILCA|MUNICIPALIDAD DISTRITAL DE QUIRUVILCA|Jr. Trujillo N° 165
131007|LA LIBERTAD|SANTIAGO DE CHUCO|SANTA CRUZ DE CHUCA|MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA|Calle 20 de Febrero N° 255
131008|LA LIBERTAD|SANTIAGO DE CHUCO|SITABAMBA|MUNICIPALIDAD DISTRITAL DE SITABAMBA|Jr. José Olaya S/N
131101|LA LIBERTAD|GRAN CHIMÚ|CASCAS|MUNICIPALIDAD PROVINCIAL DE CASCAS|Jr. 28 de Julio N° 500
131102|LA LIBERTAD|GRAN CHIMÚ|LUCMA|MUNICIPALIDAD DISTRITAL DE LUCMA|Jr. Tarapacá S/N - Plaza de Armas
131103|LA LIBERTAD|GRAN CHIMÚ|MARMOT|MUNICIPALIDAD DISTRITAL DE MARMOT|Calle Mendelevio N° 414
131104|LA LIBERTAD|GRAN CHIMÚ|SAYAPULLO|MUNICIPALIDAD DISTRITAL DE SAYAPULLO|Jr. Vega Ravines S/N
131201|LA LIBERTAD|VIRÚ|VIRÚ|MUNICIPALIDAD PROVINCIAL DE VIRÚ|Calle Independencia N° 510
131202|LA LIBERTAD|VIRÚ|CHAO|MUNICIPALIDAD DISTRITAL DE CHAO|Av. César Vallejo N° 380
131203|LA LIBERTAD|VIRÚ|GUADALUPITO|MUNICIPALIDAD DISTRITAL DE GUADALUPITO|Calle Túpac Amaru S/N Mz. 10 Lt. 1
140101|LAMBAYEQUE|CHICLAYO|CHICLAYO|MUNICIPALIDAD PROVINCIAL DE CHICLAYO|Calle Elías Aguirre N° 240
140102|LAMBAYEQUE|CHICLAYO|CHONGOYAPE|MUNICIPALIDAD DISTRITAL DE CHONGOYAPE|Calle Lima N° 1225
140103|LAMBAYEQUE|CHICLAYO|ETÉN|MUNICIPALIDAD DISTRITAL DE ETÉN|Calle Pedro Ruiz Gallo N° 579
140104|LAMBAYEQUE|CHICLAYO|ETÉN PUERTO|MUNICIPALIDAD DISTRITAL DE ETÉN PUERTO|Calle San Martín N° 126
140105|LAMBAYEQUE|CHICLAYO|JOSÉ LEONARDO ORTIZ|MUNICIPALIDAD DISTRITAL DE JOSÉ LEONARDO ORTIZ|Av. Sáenz Peña N° 2151
140106|LAMBAYEQUE|CHICLAYO|LA VICTORIA|MUNICIPALIDAD DISTRITAL DE LA VICTORIA|Av. Unión N° 1696
140107|LAMBAYEQUE|CHICLAYO|LAGUNAS|MUNICIPALIDAD DISTRITAL DE LAGUNAS|Jr. Lima N° 456 Mz. 29 Lt. 3
140108|LAMBAYEQUE|CHICLAYO|MONSEFÚ|MUNICIPALIDAD DISTRITAL DE MONSEFÚ|Av. 7 de Junio N° 513 Mz. 22 Lt. 1
140109|LAMBAYEQUE|CHICLAYO|NUEVA ARICA|MUNICIPALIDAD DISTRITAL DE NUEVA ARICA|Calle Miguel Grau N° 851 Mz. 18 Lt. 3
140110|LAMBAYEQUE|CHICLAYO|OYOTUN|MUNICIPALIDAD DISTRITAL DE OYOTUN|Calle Alfonso Ugarte N° 351
140111|LAMBAYEQUE|CHICLAYO|PICSI|MUNICIPALIDAD DISTRITAL DE PICSI|Calle Congreso N° 169
140112|LAMBAYEQUE|CHICLAYO|PIMENTEL|MUNICIPALIDAD DISTRITAL DE PIMENTEL|Calle Leoncio Prado N° 143
140113|LAMBAYEQUE|CHICLAYO|REQUE|MUNICIPALIDAD DISTRITAL DE REQUE|Calle Elías Aguirre N° 229
140114|LAMBAYEQUE|CHICLAYO|SANTA ROSA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA|Calle Unión N° 433
140115|LAMBAYEQUE|CHICLAYO|SAÑA|MUNICIPALIDAD DISTRITAL DE SAÑA|Calle Real N° 450 Mz. D19 Lt. 5
140116|LAMBAYEQUE|CHICLAYO|CAYALTÍ|MUNICIPALIDAD DISTRITAL DE CAYALTÍ|Av. Túpac Amaru N° 100
140117|LAMBAYEQUE|CHICLAYO|PATAPO|MUNICIPALIDAD DISTRITAL DE PATAPO|Av. Real S/N
140118|LAMBAYEQUE|CHICLAYO|POMALCA|MUNICIPALIDAD DISTRITAL DE POMALCA|Av. Apolinario Salcedo S/N Mz. A Lt. 8 Km. 6
140119|LAMBAYEQUE|CHICLAYO|PUCALA|MUNICIPALIDAD DISTRITAL DE PUCALA|Av. Justo Irazábal Landázuri S/N
140120|LAMBAYEQUE|CHICLAYO|TUMÁN|MUNICIPALIDAD DISTRITAL DE TUMÁN|Av. Enrique Ferreyros N° 1
140201|LAMBAYEQUE|FERREÑAFE|FERREÑAFE|MUNICIPALIDAD PROVINCIAL DE FERREÑAFE|Calle Nicanor Carmona N° 436 Mz. 129 Lt. 7
140202|LAMBAYEQUE|FERREÑAFE|CAÑARIS|MUNICIPALIDAD DISTRITAL DE CAÑARIS|Av. San Martín S/N
140203|LAMBAYEQUE|FERREÑAFE|INCAHUASI|MUNICIPALIDAD DISTRITAL DE INCAHUASI|Calle 17 de Febrero S/N
140204|LAMBAYEQUE|FERREÑAFE|MANUEL ANTONIO MESONES MURO|MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO|Av. San Isidro Labrador N° 201
140205|LAMBAYEQUE|FERREÑAFE|PITIPO|MUNICIPALIDAD DISTRITAL DE PITIPO|Av. Francisco Muro Moreno N° 112
140206|LAMBAYEQUE|FERREÑAFE|PUEBLO NUEVO|MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO|Calle Casimiro Chumán N° 517
140301|LAMBAYEQUE|LAMBAYEQUE|LAMBAYEQUE|MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE|Calle Bolívar N° 400
140302|LAMBAYEQUE|LAMBAYEQUE|CHOCHOPE|MUNICIPALIDAD DISTRITAL DE CHOCHOPE|Calle Leoncio Prado N° 137
140303|LAMBAYEQUE|LAMBAYEQUE|ILLIMO|MUNICIPALIDAD DISTRITAL DE ILLIMO|Calle Real N° 444 Mz. 32 Lt. 8 Km. 37
140304|LAMBAYEQUE|LAMBAYEQUE|JAYANCA|MUNICIPALIDAD DISTRITAL DE JAYANCA|Calle Bolognesi N° 101
140305|LAMBAYEQUE|LAMBAYEQUE|MOCHUMI|MUNICIPALIDAD DISTRITAL DE MOCHUMI|Calle San José N° 455
140306|LAMBAYEQUE|LAMBAYEQUE|MÓRROPE|MUNICIPALIDAD DISTRITAL DE MÓRROPE|Calle Bolognesi N° 402
140307|LAMBAYEQUE|LAMBAYEQUE|MOTUPE|MUNICIPALIDAD DISTRITAL DE MOTUPE|Calle Túpac Amaru N° 531
140308|LAMBAYEQUE|LAMBAYEQUE|OLMOS|MUNICIPALIDAD DISTRITAL DE OLMOS|Calle Santo Domingo N° 886 Mz. 1 Lt. 18
140309|LAMBAYEQUE|LAMBAYEQUE|PACORA|MUNICIPALIDAD DISTRITAL DE PACORA|Calle 28 de Julio N° 106
140310|LAMBAYEQUE|LAMBAYEQUE|SALAS|MUNICIPALIDAD DISTRITAL DE SALAS|Calle El Niño N° 465
140311|LAMBAYEQUE|LAMBAYEQUE|SAN JOSÉ|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ|Calle Francisco Bolognesi N° 259
140312|LAMBAYEQUE|LAMBAYEQUE|TUCUME|MUNICIPALIDAD DISTRITAL DE TUCUME|Calle Unión N° 540
150101|LIMA|LIMA|LIMA|MUNICIPALIDAD PROVINCIAL DE LIMA|Jr. De La Unión N° 300
150102|LIMA|LIMA|ANCÓN|MUNICIPALIDAD DISTRITAL DE ANCÓN|Av. Malecón Ferreyros N° 376
150103|LIMA|LIMA|ATE|MUNICIPALIDAD DISTRITAL DE ATE|Av. Nicolás Ayllón N° 5818
150104|LIMA|LIMA|BARRANCO|MUNICIPALIDAD DISTRITAL DE BARRANCO|Av. San Martín S/N
150105|LIMA|LIMA|BREÑA|MUNICIPALIDAD DISTRITAL DE BREÑA|Av. Arica N° 500
150106|LIMA|LIMA|CARABAYLLO|MUNICIPALIDAD DISTRITAL DE CARABAYLLO|Av. Túpac Amaru N° 1733 Km. 18
150107|LIMA|LIMA|CHACLACAYO|MUNICIPALIDAD DISTRITAL DE CHACLACAYO|Av. Nicolás Ayllón N° 856
150108|LIMA|LIMA|CHORRILLOS|MUNICIPALIDAD DISTRITAL DE CHORRILLOS|Av. Defensores del Morro N° 2765
150109|LIMA|LIMA|CIENEGUILLA|MUNICIPALIDAD DISTRITAL DE CIENEGUILLA|Av. Nueva Toledo N° 97 Mz. B - Parcelación Primera Etapa
150110|LIMA|LIMA|COMAS|MUNICIPALIDAD DISTRITAL DE COMAS|Av. 22 de Agosto S/N
150111|LIMA|LIMA|EL AGUSTINO|MUNICIPALIDAD DISTRITAL DE EL AGUSTINO|Av. José de la Riva Agüero N° 1358
150112|LIMA|LIMA|INDEPENDENCIA|MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA|Av. Túpac Amaru S/N
150113|LIMA|LIMA|JESÚS MARÍA|MUNICIPALIDAD DISTRITAL DE JESÚS MARÍA|Av. Cuba N° 749
150114|LIMA|LIMA|LA MOLINA|MUNICIPALIDAD DISTRITAL DE LA MOLINA|Av. Ricardo Elías Aparicio N° 740
150115|LIMA|LIMA|LA VICTORIA|MUNICIPALIDAD DISTRITAL DE LA VICTORIA|Av. Iquitos N° 500
150116|LIMA|LIMA|LINCE|MUNICIPALIDAD DISTRITAL DE LINCE|Av. Juan Pardo de Zela N° 480
150117|LIMA|LIMA|LOS OLIVOS|MUNICIPALIDAD DISTRITAL DE LOS OLIVOS|Av. Carlos A. Izaguirre N° 813
150118|LIMA|LIMA|LURIGANCHO|MUNICIPALIDAD DISTRITAL DE LURIGANCHO|Jr. Trujillo Sur N° 496
150119|LIMA|LIMA|LURÍN|MUNICIPALIDAD DISTRITAL DE LURÍN|Jr. Grau N° 319
150120|LIMA|LIMA|MAGDALENA DEL MAR|MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR|Av. Brasil N° 3501
150121|LIMA|LIMA|PUEBLO LIBRE|MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE|Av. General Manuel Vivanco N° 859
150122|LIMA|LIMA|MIRAFLORES|MUNICIPALIDAD DISTRITAL DE MIRAFLORES|Av. José Larco N° 400
150123|LIMA|LIMA|PACHACÁMAC|MUNICIPALIDAD DISTRITAL DE PACHACÁMAC|Jr. Paraíso N° 206 Mz. 15 Lt. 3
150124|LIMA|LIMA|PUCUSANA|MUNICIPALIDAD DISTRITAL DE PUCUSANA|Av. Grau N° 309
150125|LIMA|LIMA|PUENTE PIEDRA|MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA|Calle 9 de Junio N° 100
150126|LIMA|LIMA|PUNTA HERMOSA|MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA|Av. Sunset N° 1141
150127|LIMA|LIMA|PUNTA NEGRA|MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA|Av. San José S/N con Av. Los Calamares S/N
150128|LIMA|LIMA|RÍMAC|MUNICIPALIDAD DISTRITAL DE RÍMAC|Plaza de Armas del Rimac N° 1509
150129|LIMA|LIMA|SAN BARTOLO|MUNICIPALIDAD DISTRITAL DE SAN BARTOLO|Av. Parque Principal S/N
150130|LIMA|LIMA|SAN BORJA|MUNICIPALIDAD DISTRITAL DE SAN BORJA|Av. Joaquín Madrid N° 200
150131|LIMA|LIMA|SAN ISIDRO|MUNICIPALIDAD DISTRITAL DE SAN ISIDRO|Calle Augusto Tamayo N° 180
150132|LIMA|LIMA|SAN JUAN DE LURIGANCHO|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO|Jr. Los Amautas N° 180 - Urb. Zárate
150133|LIMA|LIMA|SAN JUAN DE MIRAFLORES|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES|Av. Belisario Suárez N° 1075
150134|LIMA|LIMA|SAN LUIS|MUNICIPALIDAD DISTRITAL DE SAN LUIS|Av. Del Aire N° 1540 - Urb. Villa Jardín
150135|LIMA|LIMA|SAN MARTIN DE PORRES|MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES|Av. Alfredo Mendiola N° 169
150136|LIMA|LIMA|SAN MIGUEL|MUNICIPALIDAD DISTRITAL DE SAN MIGUEL|Av. Federico Gallese N° 370
150137|LIMA|LIMA|SANTA ANITA|MUNICIPALIDAD DISTRITAL DE SANTA ANITA|Av. Eucaliptos N° 1508
150138|LIMA|LIMA|SANTA MARÍA DEL MAR|MUNICIPALIDAD DISTRITAL DE SANTA MARÍA DEL MAR|Av. El Sardinero N° 100
150139|LIMA|LIMA|SANTA ROSA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA|Av. Alejandro Bertello N° 304
