Ubigeo|Departamento|Provincia|Distrito|Nombre de la Municipalidad|Dirección
100505|HUÁNUCO|HUAMALÍES|JIRCAN|MUNICIPALIDAD DISTRITAL DE JIRCAN|Jr. Las Mercedes S/N - Plaza de Armas
100506|HUÁNUCO|HUAMALÍES|MIRAFLORES|MUNICIPALIDAD DISTRITAL DE MIRAFLORES|Jr. Grau S/N
100507|HUÁNUCO|HUAMALÍES|MONZÓN|MUNICIPALIDAD DISTRITAL DE MONZÓN|Jr. Besarés N° 592
100508|HUÁNUCO|HUAMALÍES|PUNCHAO|MUNICIPALIDAD DISTRITAL DE PUNCHAO|Plaza de Armas S/N
100509|HUÁNUCO|HUAMALÍES|PUÑOS|MUNICIPALIDAD DISTRITAL DE PUÑOS|Plaza Central S/N
100510|HUÁNUCO|HUAMALÍES|SINGA|MUNICIPALIDAD DISTRITAL DE SINGA|Jr. Leoncio Prado N° 10 Mz. 10 Lt. 10 Km. 151
100511|HUÁNUCO|HUAMALÍES|TANTAMAYO|MUNICIPALIDAD DISTRITAL DE TANTAMAYO|Jr. Eduardo Lanatta S/N - Plaza de Armas
100601|HUÁNUCO|LEONCIO PRADO|RUPA-RUPA|MUNICIPALIDAD PROVINCIAL DE RUPA-RUPA|Av. Alameda Perú N° 525
100602|HUÁNUCO|LEONCIO PRADO|DANIEL ALOMIA ROBLES|MUNICIPALIDAD DISTRITAL DE DANIEL ALOMIA ROBLES|Av. Victor Piñan S/N Mz. K Lt. 5
100603|HUÁNUCO|LEONCIO PRADO|HERMILIO VALDIZÁN|MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZÁN|(Carretera Tingo María - Pucallpa Km. 32)
100604|HUÁNUCO|LEONCIO PRADO|JOSÉ CRESPO Y CASTILLO|MUNICIPALIDAD DISTRITAL DE JOSÉ CRESPO Y CASTILLO|Jr. Aucayacu N° 206
100605|HUÁNUCO|LEONCIO PRADO|LUYANDO|MUNICIPALIDAD DISTRITAL DE LUYANDO|Av. Los Colonos S/N Mz. 4 Lt. 20 Km. 3
100606|HUÁNUCO|LEONCIO PRADO|MARIANO DAMASO BERAÚN|MUNICIPALIDAD DISTRITAL DE MARIANO DAMASO BERAÚN|Carretera Tingo María - Huánuco Km. 17.2
100607|HUÁNUCO|LEONCIO PRADO|PUCAYACU|MUNICIPALIDAD DISTRITAL DE PUCAYACU|Jr. Pucayacu S/N Mz. F Lt. 1 Km. 22
100608|HUÁNUCO|LEONCIO PRADO|CASTILLO GRANDE|MUNICIPALIDAD DISTRITAL DE CASTILLO GRANDE|Av. Iquitos N° 1374 Mz. H Lt. B Km. 5
100609|HUÁNUCO|LEONCIO PRADO|PUEBLO NUEVO|MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO|Jr. Manuel Prado N° 10 Mz. C Lt. 10
100610|HUÁNUCO|LEONCIO PRADO|SANTO DOMINGO DE ANDA|MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE ANDA|Jr. Leoncio Prado S/N Mz. K Km. 33
100701|HUÁNUCO|MARAÑON|HUACRACHUCO|MUNICIPALIDAD PROVINCIAL DE HUACRACHUCO|Av. 28 de Julio S/N
100702|HUÁNUCO|MARAÑON|CHOLÓN|MUNICIPALIDAD DISTRITAL DE CHOLÓN|Av. 28 de Julio S/N - Plaza de Armas
100703|HUÁNUCO|MARAÑON|SAN BUENAVENTURA|MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA|Jr. 28 de Julio S/N - Plaza de Armas
100704|HUÁNUCO|MARAÑON|LA MORADA|MUNICIPALIDAD DISTRITAL DE LA MORADA|Av. Lima S/N Mz. A1 Lt. 1
100705|HUÁNUCO|MARAÑON|SANTA ROSA DE ALTO YANAJANCA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE ALTO YANAJANCA|Jr. Huánuco S/N Mz. 2 Lt. 3 Km. 2
100801|HUÁNUCO|PACHITEA|PANAO|MUNICIPALIDAD PROVINCIAL DE PANAO|Jr. Espinar N° 121
100802|HUÁNUCO|PACHITEA|CHAGLLA|MUNICIPALIDAD DISTRITAL DE CHAGLLA|Jr. Mayro N° 308
100803|HUÁNUCO|PACHITEA|MOLINO|MUNICIPALIDAD DISTRITAL DE MOLINO|Jr. Juan Velasco Alvarado N° 349
100804|HUÁNUCO|PACHITEA|UMARI|MUNICIPALIDAD DISTRITAL DE UMARI|Carretera BL. Tambillo N° 46 Km. 15
100901|HUÁNUCO|PUERTO INCA|PUERTO INCA|MUNICIPALIDAD PROVINCIAL DE PUERTO INCA|Av. Sánchez Cerro S/N Mz. 34 Lt. 7
100902|HUÁNUCO|PUERTO INCA|CODO DEL POZUZO|MUNICIPALIDAD DISTRITAL DE CODO DEL POZUZO|Jr. Huampal S/N
100903|HUÁNUCO|PUERTO INCA|HONORIA|MUNICIPALIDAD DISTRITAL DE HONORIA|Jr. Juan Sabad Díaz S/N Mz. D2 Lt. 7
100904|HUÁNUCO|PUERTO INCA|TOURNAVISTA|MUNICIPALIDAD DISTRITAL DE TOURNAVISTA|Av. Letourneau S/N Mz. 22 Lt. 2 Km. 60
100905|HUÁNUCO|PUERTO INCA|YUYAPICHIS|MUNICIPALIDAD DISTRITAL DE YUYAPICHIS|Jr. 19 de Noviembre S/N - Plaza de Armas
101001|HUÁNUCO|LAURICOCHA|JESÚS|MUNICIPALIDAD PROVINCIAL DE JESÚS|Jr. Cristóbal Colón S/N
101002|HUÁNUCO|LAURICOCHA|BAÑOS|MUNICIPALIDAD DISTRITAL DE BAÑOS|Jr. Marañón S/N - Plaza de Armas
101003|HUÁNUCO|LAURICOCHA|JIVIA|MUNICIPALIDAD DISTRITAL DE JIVIA|Jr. Lima S/N - Plaza de Armas
101004|HUÁNUCO|LAURICOCHA|QUEROPALCA|MUNICIPALIDAD DISTRITAL DE QUEROPALCA|Jr. Ricardo Palma S/N
101005|HUÁNUCO|LAURICOCHA|RONDOS|MUNICIPALIDAD DISTRITAL DE RONDOS|Jr. Palmas S/N Mz. Q Lt. 5
101006|HUÁNUCO|LAURICOCHA|SAN FRANCISCO DE ASIS|MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS|Jr. San Francisco de Asis N° 301 - Plaza de Armas
101007|HUÁNUCO|LAURICOCHA|SAN MIGUEL DE CAURI|MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CAURI|Jr. Espíritu Santo S/N - Plaza de Armas
101101|HUÁNUCO|YAROWILCA|CHAVINILLO|MUNICIPALIDAD PROVINCIAL DE CHAVINILLO|Jr. 14 de Setiembre N° 178
101102|HUÁNUCO|YAROWILCA|CAHUAC|MUNICIPALIDAD DISTRITAL DE CAHUAC|Calle Dos de Mayo S/N - Plaza de Armas
101103|HUÁNUCO|YAROWILCA|CHACABAMBA|MUNICIPALIDAD DISTRITAL DE CHACABAMBA|Jr. Santa Catalina S/N - Plaza de Armas
101104|HUÁNUCO|YAROWILCA|APARICIO POMARES|MUNICIPALIDAD DISTRITAL DE APARICIO POMARES|Jr. 28 de Julio S/N - Plaza de Armas
101105|HUÁNUCO|YAROWILCA|JACAS CHICO|MUNICIPALIDAD DISTRITAL DE JACAS CHICO|Plaza de Armas S/N
101106|HUÁNUCO|YAROWILCA|OBAS|MUNICIPALIDAD DISTRITAL DE OBAS|Jr. Huánuco S/N Mz. Y Lt. 1 - Plaza de Armas
101107|HUÁNUCO|YAROWILCA|PAMPAMARCA|MUNICIPALIDAD DISTRITAL DE PAMPAMARCA|Jr. Huánuco S/N - Plaza de Armas
101108|HUÁNUCO|YAROWILCA|CHORAS|MUNICIPALIDAD DISTRITAL DE CHORAS|Marañón S/N - Plaza de Armas
110101|ICA|ICA|ICA|MUNICIPALIDAD PROVINCIAL DE ICA|Av. Municipalidad N° 182
110102|ICA|ICA|LA TINGUIÑA|MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA|Av. El Parque N° 627
110103|ICA|ICA|LOS AQUIJES|MUNICIPALIDAD DISTRITAL DE LOS AQUIJES|Av. Municipalidad N° 111
110104|ICA|ICA|OCUCAJE|MUNICIPALIDAD DISTRITAL DE OCUCAJE|C.P. Perla - Al frente de la plaza de Armas S/N
110105|ICA|ICA|PACHACÚTEC|MUNICIPALIDAD DISTRITAL DE PACHACÚTEC|Calle Manco Cápac S/N Mz. C - Plaza de Armas
110106|ICA|ICA|PARCONA|MUNICIPALIDAD DISTRITAL DE PARCONA|Av. Jhon F. Kennedy N° 500
110107|ICA|ICA|PUEBLO NUEVO|MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO|Calle El Carmen S/N Mz. I Lt. 6
110108|ICA|ICA|SALAS|MUNICIPALIDAD DISTRITAL DE SALAS|Calle Municipalidad N° 102
110109|ICA|ICA|SAN JOSÉ DE LOS MOLINOS|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ DE LOS MOLINOS|Av. Catalina Buendia de Pecho S/N Mz. O Lt. 1
110110|ICA|ICA|SAN JUAN BAUTISTA|MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA|Calle Alfonso Ugarte N° 113
110111|ICA|ICA|SANTIAGO|MUNICIPALIDAD DISTRITAL DE SANTIAGO|Carretera Panamericana Sur Km. 318
110112|ICA|ICA|SUBTANJALLA|MUNICIPALIDAD DISTRITAL DE SUBTANJALLA|Av. Municipalidad N° 200
110113|ICA|ICA|TATE|MUNICIPALIDAD DISTRITAL DE TATE|Av. Principal S/N Mz. O Lt. 13 Km. 314
110114|ICA|ICA|YAUCA DEL ROSARIO|MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO|Carretera Pampahuasi N° 100 Km. 23
110201|ICA|CHINCHA|CHINCHA ALTA|MUNICIPALIDAD PROVINCIAL DE CHINCHA ALTA|Av. Luis Galvez Chipoco N° 190
110202|ICA|CHINCHA|ALTO LARAN|MUNICIPALIDAD DISTRITAL DE ALTO LARAN|Plaza de Armas N° 150
110203|ICA|CHINCHA|CHAVÍN|MUNICIPALIDAD DISTRITAL DE CHAVÍN|Av. 28 de Julio S/N Mz. J Lt. 1
110204|ICA|CHINCHA|CHINCHA BAJA|MUNICIPALIDAD DISTRITAL DE CHINCHA BAJA|Plaza de Armas N° 148
110205|ICA|CHINCHA|EL CARMEN|MUNICIPALIDAD DISTRITAL DE EL CARMEN|Plaza de Armas N° 127
110206|ICA|CHINCHA|GROCIO PRADO|MUNICIPALIDAD DISTRITAL DE GROCIO PRADO|Plaza de Armas N° 101
110207|ICA|CHINCHA|PUEBLO NUEVO|MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO|Av. Oscar R. Benavides N° 699 Mz. 38 Lt. 1 Km. 1
110208|ICA|CHINCHA|SAN JUAN DE YÁNAC|MUNICIPALIDAD DISTRITAL DE SAN JUAN DE YÁNAC|Plaza de Armas N° 100
110209|ICA|CHINCHA|SAN PEDRO DE HUACARPANA|MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUACARPANA|Av. San Martín de Porres N° 335
110210|ICA|CHINCHA|SUNAMPE|MUNICIPALIDAD DISTRITAL DE SUNAMPE|Plaza de Armas N° 100
110211|ICA|CHINCHA|TAMBO DE MORA|MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA|Calle Los Claveles S/N Mz. J Lt. 25
110301|ICA|NASCA|NASCA|MUNICIPALIDAD PROVINCIAL DE NASCA|Calle Callao N° 865
110302|ICA|NASCA|CHANGUILLO|MUNICIPALIDAD DISTRITAL DE CHANGUILLO|Av. Manuel Rojas S/N
110303|ICA|NASCA|EL INGENIO|MUNICIPALIDAD DISTRITAL DE EL INGENIO|Av. Francisco Bolognesi S/N
110304|ICA|NASCA|MARCONA|MUNICIPALIDAD DISTRITAL DE MARCONA|Av. Andrés Avelino Cáceres N° 101 Mz. Y Lt. 2
110305|ICA|NASCA|VISTA ALEGRE|MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE|Calle Pisco S/N con Calle Cápac Yupanqui S/N
110401|ICA|PALPA|PALPA|MUNICIPALIDAD PROVINCIAL DE PALPA|Calle Portal de Escribanos N° 143 - 145 - Plaza de Armas
110402|ICA|PALPA|LLIPATA|MUNICIPALIDAD DISTRITAL DE LLIPATA|Calle Agustín Bocanegra N° 18 - Plaza de Armas
110403|ICA|PALPA|RÍO GRANDE|MUNICIPALIDAD DISTRITAL DE RÍO GRANDE|Calle Túpac Amaru N° 297 Km. 227
110404|ICA|PALPA|SANTA CRUZ|MUNICIPALIDAD DISTRITAL DE SANTA CRUZ|Av. La Peruanidad S/N
110405|ICA|PALPA|TIBILLO|MUNICIPALIDAD DISTRITAL DE TIBILLO|Plaza de Armas S/N
110501|ICA|PISCO|PISCO|MUNICIPALIDAD PROVINCIAL DE PISCO|Calle Ramón Aspillaga N° 901
110502|ICA|PISCO|HUANCANO|MUNICIPALIDAD DISTRITAL DE HUANCANO|Av. Los Libertadores N° 114 Km. 65
110503|ICA|PISCO|HUMAY|MUNICIPALIDAD DISTRITAL DE HUMAY|Plaza de Armas S/N
110504|ICA|PISCO|INDEPENDENCIA|MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA|Av. Federico Uranga N° 417
110505|ICA|PISCO|PARACAS|MUNICIPALIDAD DISTRITAL DE PARACAS|Av. Los Libertadores S/N
110506|ICA|PISCO|SAN ANDRÉS|MUNICIPALIDAD DISTRITAL DE SAN ANDRÉS|Av. San Martín N° 550
110507|ICA|PISCO|SAN CLEMENTE|MUNICIPALIDAD DISTRITAL DE SAN CLEMENTE|Av. Aviación N° 315
110508|ICA|PISCO|TÚPAC AMARU INCA|MUNICIPALIDAD DISTRITAL DE TÚPAC AMARU INCA|Jr. Huáscar S/N Mz. 38 Lt. 10 - Plaza de Armas
120101|JUNÍN|HUANCAYO|HUANCAYO|MUNICIPALIDAD PROVINCIAL DE HUANCAYO|Calle Real N° 800
120104|JUNÍN|HUANCAYO|CARHUACALLANGA|MUNICIPALIDAD DISTRITAL DE CARHUACALLANGA|Calle San Martín S/N
120105|JUNÍN|HUANCAYO|CHACAPAMPA|MUNICIPALIDAD DISTRITAL DE CHACAPAMPA|Plaza Principal S/N
120106|JUNÍN|HUANCAYO|CHICCHE|MUNICIPALIDAD DISTRITAL DE CHICCHE|Jr. Daniel Alcides Carrión S/N
120107|JUNÍN|HUANCAYO|CHILCA|MUNICIPALIDAD DISTRITAL DE CHILCA|Av. Huancavelica N° 606
120108|JUNÍN|HUANCAYO|CHONGOS ALTO|MUNICIPALIDAD DISTRITAL DE CHONGOS ALTO|Calle Real S/N - Plaza Principal
120111|JUNÍN|HUANCAYO|CHUPURO|MUNICIPALIDAD DISTRITAL DE CHUPURO|Plaza Principal S/N
120112|JUNÍN|HUANCAYO|COLCA|MUNICIPALIDAD DISTRITAL DE COLCA|Plaza Principal S/N
120113|JUNÍN|HUANCAYO|CULLHUAS|MUNICIPALIDAD DISTRITAL DE CULLHUAS|Av. 23 de Abril N° 396
120114|JUNÍN|HUANCAYO|EL TAMBO|MUNICIPALIDAD DISTRITAL DE EL TAMBO|Av. Mariscal Castilla N° 1920
120116|JUNÍN|HUANCAYO|HUACRAPUQUIO|MUNICIPALIDAD DISTRITAL DE HUACRAPUQUIO|Plaza Principal S/N
120117|JUNÍN|HUANCAYO|HUALHUAS|MUNICIPALIDAD DISTRITAL DE HUALHUAS|Av. Alfonso Ugarte N° 433
120119|JUNÍN|HUANCAYO|HUANCÁN|MUNICIPALIDAD DISTRITAL DE HUANCÁN|Av. 31 de Octubre N° 1205
120120|JUNÍN|HUANCAYO|HUASICANCHA|MUNICIPALIDAD DISTRITAL DE HUASICANCHA|Calle Santa Barbara S/N
120121|JUNÍN|HUANCAYO|HUAYUCACHI|MUNICIPALIDAD DISTRITAL DE HUAYUCACHI|Calle Real S/N - Plaza Principal
120122|JUNÍN|HUANCAYO|INGENIO|MUNICIPALIDAD DISTRITAL DE INGENIO|Plaza Principal S/N Mz. D1 Lt. 1
120124|JUNÍN|HUANCAYO|PARIAHUANCA|MUNICIPALIDAD DISTRITAL DE PARIAHUANCA|Calle José Carlos Mariátegui S/N
120125|JUNÍN|HUANCAYO|PILCOMAYO|MUNICIPALIDAD DISTRITAL DE PILCOMAYO|Jr. Libertad N° 190
120126|JUNÍN|HUANCAYO|PUCARÁ|MUNICIPALIDAD DISTRITAL DE PUCARÁ|Plaza Principal S/N
120127|JUNÍN|HUANCAYO|QUICHUAY|MUNICIPALIDAD DISTRITAL DE QUICHUAY|Plaza Principal S/N
120128|JUNÍN|HUANCAYO|QUILCAS|MUNICIPALIDAD DISTRITAL DE QUILCAS|Calle San Martín N° 435
120129|JUNÍN|HUANCAYO|SAN AGUSTÍN|MUNICIPALIDAD DISTRITAL DE SAN AGUSTÍN|Plaza Principal S/N
120130|JUNÍN|HUANCAYO|SAN JERÓNIMO DE TUNÁN|MUNICIPALIDAD DISTRITAL DE SAN JERÓNIMO DE TUNÁN|Av. Arequipa N° 709
120132|JUNÍN|HUANCAYO|SAÑO|MUNICIPALIDAD DISTRITAL DE SAÑO|Av. Daniel Turín N° 101
120133|JUNÍN|HUANCAYO|SAPALLANGA|MUNICIPALIDAD DISTRITAL DE SAPALLANGA|Av. Ricardo Palma S/N
120134|JUNÍN|HUANCAYO|SICAYA|MUNICIPALIDAD DISTRITAL DE SICAYA|Calle Real N° 1098
120135|JUNÍN|HUANCAYO|SANTO DOMINGO DE ACOBAMBA|MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE ACOBAMBA|Plaza Principal S/N
120136|JUNÍN|HUANCAYO|VIQUES|MUNICIPALIDAD DISTRITAL DE VIQUES|Plaza Principal S/N
120201|JUNÍN|CONCEPCIÓN|CONCEPCIÓN|MUNICIPALIDAD PROVINCIAL DE CONCEPCIÓN|Av. Mariscal Cáceres N° 329
120202|JUNÍN|CONCEPCIÓN|ACO|MUNICIPALIDAD DISTRITAL DE ACO|Jr. San Isidro S/N
120203|JUNÍN|CONCEPCIÓN|ANDAMARCA|MUNICIPALIDAD DISTRITAL DE ANDAMARCA|Plaza Principal S/N
120204|JUNÍN|CONCEPCIÓN|CHAMBARÁ|MUNICIPALIDAD DISTRITAL DE CHAMBARÁ|Jr. Bolognesi S/N - Parque Principal
120205|JUNÍN|CONCEPCIÓN|COCHAS|MUNICIPALIDAD DISTRITAL DE COCHAS|Plaza Principal S/N
120206|JUNÍN|CONCEPCIÓN|COMAS|MUNICIPALIDAD DISTRITAL DE COMAS|Plaza Principal S/N
120207|JUNÍN|CONCEPCIÓN|HEROÍNAS TOLEDO|MUNICIPALIDAD DISTRITAL DE HEROÍNAS TOLEDO|Plaza Principal S/N
120208|JUNÍN|CONCEPCIÓN|MANZANARES|MUNICIPALIDAD DISTRITAL DE MANZANARES|Jr. Bolognesi S/N Mz. 2
120209|JUNÍN|CONCEPCIÓN|MARISCAL CASTILLA|MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA|Calle Parra del Riego S/N
120210|JUNÍN|CONCEPCIÓN|MATAHUASI|MUNICIPALIDAD DISTRITAL DE MATAHUASI|Plaza Principal S/N
120211|JUNÍN|CONCEPCIÓN|MITO|MUNICIPALIDAD DISTRITAL DE MITO|Jr. Nicolás de Piérola N° 366
120212|JUNÍN|CONCEPCIÓN|NUEVE DE JULIO|MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO|Av. España N° 111
120213|JUNÍN|CONCEPCIÓN|ORCOTUNA|MUNICIPALIDAD DISTRITAL DE ORCOTUNA|Jr. Lima N° 100
120214|JUNÍN|CONCEPCIÓN|SAN JOSÉ DE QUERO|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ DE QUERO|Plaza Principal S/N
120215|JUNÍN|CONCEPCIÓN|SANTA ROSA DE OCOPA|MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE OCOPA|Calle Satipo S/N Mz. V Lt. 8 Km. 5.7
120301|JUNÍN|CHANCHAMAYO|CHANCHAMAYO|MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO|Calle Callao N° 245 - Centro Cívico
120302|JUNÍN|CHANCHAMAYO|PERENÉ|MUNICIPALIDAD DISTRITAL DE PERENÉ|Jr. 22 de Octubre N° 140
120303|JUNÍN|CHANCHAMAYO|PICHANAQUI|MUNICIPALIDAD DISTRITAL DE PICHANAQUI|Jr. 1ero de Mayo N° 717
120304|JUNÍN|CHANCHAMAYO|SAN LUIS DE SHUARO|MUNICIPALIDAD DISTRITAL DE SAN LUIS DE SHUARO|Jr. Progreso S/N
120305|JUNÍN|CHANCHAMAYO|SAN RAMÓN|MUNICIPALIDAD DISTRITAL DE SAN RAMÓN|Calle Villa Municipal N° 113
120306|JUNÍN|CHANCHAMAYO|VITOC|MUNICIPALIDAD DISTRITAL DE VITOC|Calle Centenario S/N - Plaza Principal
120401|JUNÍN|JAUJA|JAUJA|MUNICIPALIDAD PROVINCIAL DE JAUJA|Av. Mariscal Castilla N° 356
120402|JUNÍN|JAUJA|ACOLLA|MUNICIPALIDAD DISTRITAL DE ACOLLA|Av. Agustín Ortiz N° 440
120403|JUNÍN|JAUJA|APATA|MUNICIPALIDAD DISTRITAL DE APATA|Jr. Ayacucho N° 1038
120404|JUNÍN|JAUJA|ATAURA|MUNICIPALIDAD DISTRITAL DE ATAURA|Plaza Principal Hugo Orellana Bonilla
120405|JUNÍN|JAUJA|CANCHAYLLO|MUNICIPALIDAD DISTRITAL DE CANCHAYLLO|Plaza 28 de Julio N° 122
120406|JUNÍN|JAUJA|CURICACA|MUNICIPALIDAD DISTRITAL DE CURICACA|Plaza Principal N° 66
120407|JUNÍN|JAUJA|EL MANTARO|MUNICIPALIDAD DISTRITAL DE EL MANTARO|Jr. Junín S/N
120408|JUNÍN|JAUJA|HUAMALÍ|MUNICIPALIDAD DISTRITAL DE HUAMALÍ|Jr. Manuel D. Pinto N° 121 - Plaza Principal
120409|JUNÍN|JAUJA|HUARIPAMPA|MUNICIPALIDAD DISTRITAL DE HUARIPAMPA|Jr. Mariscal Cáceres N° 558 - Plaza Principal
120410|JUNÍN|JAUJA|HUERTAS|MUNICIPALIDAD DISTRITAL DE HUERTAS|Plaza Principal Pomate S/N
120411|JUNÍN|JAUJA|JANJAILLO|MUNICIPALIDAD DISTRITAL DE JANJAILLO|Plaza Principal S/N
120412|JUNÍN|JAUJA|JULCÁN|MUNICIPALIDAD DISTRITAL DE JULCÁN|Jr. Túpac Amaru S/N - Plaza Principal
120413|JUNÍN|JAUJA|LEONOR ORDÓÑEZ|MUNICIPALIDAD DISTRITAL DE LEONOR ORDÓÑEZ|Av. Escolar S/N Mz. T1 Lt. 2 - Plaza Principal
120414|JUNÍN|JAUJA|LLOCLLAPAMPA|MUNICIPALIDAD DISTRITAL DE LLOCLLAPAMPA|Plaza Principal S/N
120415|JUNÍN|JAUJA|MARCO|MUNICIPALIDAD DISTRITAL DE MARCO|Jr. Manuel Landa N° 350 - Plaza Principal
120416|JUNÍN|JAUJA|MASMA|MUNICIPALIDAD DISTRITAL DE MASMA|Jr. Libertad N° 305 - Plaza Principal
120417|JUNÍN|JAUJA|MASMA CHICCHE|MUNICIPALIDAD DISTRITAL DE MASMA CHICCHE|Plaza Principal S/N
120418|JUNÍN|JAUJA|MOLINOS|MUNICIPALIDAD DISTRITAL DE MOLINOS|Plaza Principal S/N
120419|JUNÍN|JAUJA|MONOBAMBA|MUNICIPALIDAD DISTRITAL DE MONOBAMBA|Plaza Principal S/N
120420|JUNÍN|JAUJA|MUQUI|MUNICIPALIDAD DISTRITAL DE MUQUI|Jr. Bolívar S/N - Plaza Principal
120421|JUNÍN|JAUJA|MUQUIYAUYO|MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO|Jr. Atahualpa N° 148 Mz. P1 Lt. 6
120422|JUNÍN|JAUJA|PACA|MUNICIPALIDAD DISTRITAL DE PACA|Jr. Grau S/N
120423|JUNÍN|JAUJA|PACCHA|MUNICIPALIDAD DISTRITAL DE PACCHA|Jr. Manuel Madrid N° 350
120424|JUNÍN|JAUJA|PANCÁN|MUNICIPALIDAD DISTRITAL DE PANCÁN|Calle Las Retamas S/N
120425|JUNÍN|JAUJA|PARCO|MUNICIPALIDAD DISTRITAL DE PARCO|Jr. Amauta N° 315 - Plaza Principal
120426|JUNÍN|JAUJA|POMACANCHA|MUNICIPALIDAD DISTRITAL DE POMACANCHA|Jr. Leoncio Prado S/N
120427|JUNÍN|JAUJA|RICRÁN|MUNICIPALIDAD DISTRITAL DE RICRÁN|Plaza Principal S/N
120428|JUNÍN|JAUJA|SAN LORENZO|MUNICIPALIDAD DISTRITAL DE SAN LORENZO|Jr. 28 de Julio N° 753
120429|JUNÍN|JAUJA|SAN PEDRO DE CHUNÁN|MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHUNÁN|Plaza Principal S/N
120430|JUNÍN|JAUJA|SAUSA|MUNICIPALIDAD DISTRITAL DE SAUSA|Jr. San Francisco N° 712
120431|JUNÍN|JAUJA|SINCOS|MUNICIPALIDAD DISTRITAL DE SINCOS|Calle Mantaro S/N
120432|JUNÍN|JAUJA|TUNAN MARCA|MUNICIPALIDAD DISTRITAL DE TUNAN MARCA|Jr. 28 de Julio N° 320 - Plaza Principal
120433|JUNÍN|JAUJA|YAULI|MUNICIPALIDAD DISTRITAL DE YAULI|Jr. 20 de Enero S/N - Plaza Principal
120434|JUNÍN|JAUJA|YAUYOS|MUNICIPALIDAD DISTRITAL DE YAUYOS|Jr. 20 de Enero N° 112
120501|JUNÍN|JUNÍN|JUNÍN|MUNICIPALIDAD PROVINCIAL DE JUNÍN|Jr. Ayacucho N° 125
120502|JUNÍN|JUNÍN|CARHUAMAYO|MUNICIPALIDAD DISTRITAL DE CARHUAMAYO|Jr. Arica N° 161
120503|JUNÍN|JUNÍN|ONDORES|MUNICIPALIDAD DISTRITAL DE ONDORES|Jr. Simón Bolivar S/N con Calle Lima S/N
120504|JUNÍN|JUNÍN|ULCUMAYO|MUNICIPALIDAD DISTRITAL DE ULCUMAYO|Plaza Principal S/N
120601|JUNÍN|SATIPO|SATIPO|MUNICIPALIDAD PROVINCIAL DE SATIPO|Jr. Colonos Fundadores N° 312
120602|JUNÍN|SATIPO|COVIRIALI|MUNICIPALIDAD DISTRITAL DE COVIRIALI|Jr. Túpac Amaru S/N
120603|JUNÍN|SATIPO|LLAYLLA|MUNICIPALIDAD DISTRITAL DE LLAYLLA|Av. Del Pangoa S/N - Plaza Principal
120604|JUNÍN|SATIPO|MAZAMARI|MUNICIPALIDAD DISTRITAL DE MAZAMARI|Av. Perú N° 849 Mz. 57 Lt. 1
120605|JUNÍN|SATIPO|PAMPA HERMOSA|MUNICIPALIDAD DISTRITAL DE PAMPA HERMOSA|Av. Túpac Amaru S/N
120606|JUNÍN|SATIPO|PANGOA|MUNICIPALIDAD DISTRITAL DE PANGOA|Calle 7 de Junio N° 641
120607|JUNÍN|SATIPO|RÍO NEGRO|MUNICIPALIDAD DISTRITAL DE RÍO NEGRO|Av. Defensores de La Paz N° 148
120608|JUNÍN|SATIPO|RÍO TAMBO|MUNICIPALIDAD DISTRITAL DE RÍO TAMBO|Plaza Principal S/N
120609|JUNÍN|SATIPO|VIZCATÁN DEL ENE|MUNICIPALIDAD DISTRITAL DE VIZCATÁN DEL ENE|Plaza Principal San Miguel del Ene S/N
120701|JUNÍN|TARMA|TARMA|MUNICIPALIDAD PROVINCIAL DE TARMA|Jr. Lima N° 199
120702|JUNÍN|TARMA|ACOBAMBA|MUNICIPALIDAD DISTRITAL DE ACOBAMBA|Jr. Callao N° 551
120703|JUNÍN|TARMA|HUARICOLCA|MUNICIPALIDAD DISTRITAL DE HUARICOLCA|Jr. Lima N° 318
